D3_megahit_metabat_bin-137,bin-137:144/772_1,Extracellular
D3_megahit_metabat_bin-137,bin-137:164/772_3,Periplasmic
D3_megahit_metabat_bin-137,bin-137:173/772_4,Periplasmic
D3_megahit_metabat_bin-137,bin-137:217/772_2,Extracellular
D3_megahit_metabat_bin-137,bin-137:423/772_1,Periplasmic
D3_megahit_metabat_bin-137,bin-137:423/772_2,Periplasmic
D3_megahit_metabat_bin-137,bin-137:498/772_3,Periplasmic
D3_megahit_metabat_bin-137,bin-137:508/772_1,Extracellular
D3_megahit_metabat_bin-137,bin-137:538/772_3,Periplasmic
D3_megahit_metabat_bin-061,bin-061:058/277_3,Periplasmic
D3_megahit_metabat_bin-061,bin-061:089/277_20,Cytoplasmic
D3_megahit_metabat_bin-123,bin-123:008/529_1,Extracellular
D3_megahit_metabat_bin-123,bin-123:008/529_15,Periplasmic
D3_megahit_metabat_bin-123,bin-123:074/529_2,Extracellular
D3_megahit_metabat_bin-123,bin-123:126/529_12,Extracellular
D3_megahit_metabat_bin-123,bin-123:126/529_13,Extracellular
D3_megahit_metabat_bin-123,bin-123:150/529_32,Extracellular
D3_megahit_metabat_bin-123,bin-123:151/529_5,Periplasmic
D3_megahit_metabat_bin-123,bin-123:208/529_1,Extracellular
D3_megahit_metabat_bin-123,bin-123:217/529_1,Periplasmic
D3_megahit_metabat_bin-123,bin-123:217/529_2,Extracellular
D3_megahit_metabat_bin-123,bin-123:218/529_5,Periplasmic
D3_megahit_metabat_bin-123,bin-123:218/529_7,Periplasmic
D3_megahit_metabat_bin-123,bin-123:271/529_5,Periplasmic
D3_megahit_metabat_bin-123,bin-123:288/529_2,Extracellular
D3_megahit_metabat_bin-123,bin-123:298/529_4,Periplasmic
D3_megahit_metabat_bin-123,bin-123:313/529_16,Periplasmic
D3_megahit_metabat_bin-123,bin-123:313/529_18,Periplasmic
D3_megahit_metabat_bin-123,bin-123:348/529_1,Periplasmic
D3_megahit_metabat_bin-123,bin-123:406/529_3,Extracellular
D3_megahit_metabat_bin-123,bin-123:406/529_4,Extracellular
D3_megahit_metabat_bin-123,bin-123:406/529_5,Extracellular
D3_megahit_metabat_bin-123,bin-123:406/529_6,Extracellular
D3_megahit_metabat_bin-123,bin-123:406/529_7,Extracellular
D3_megahit_metabat_bin-123,bin-123:406/529_10,Periplasmic
D3_megahit_metabat_bin-123,bin-123:406/529_15,Extracellular
D3_megahit_metabat_bin-123,bin-123:447/529_4,Extracellular
D3_megahit_metabat_bin-123,bin-123:453/529_8,Extracellular
D3_megahit_metabat_bin-123,bin-123:476/529_27,Periplasmic
D3_megahit_metabat_bin-123,bin-123:477/529_2,Periplasmic
D3_megahit_metabat_bin-123,bin-123:494/529_3,Periplasmic
D3_megahit_metabat_bin-123,bin-123:497/529_8,Extracellular
D3_megahit_metabat_bin-123,bin-123:518/529_16,Periplasmic
D3_megahit_metabat_bin-150,bin-150:0021/1007_1,Periplasmic
D3_megahit_metabat_bin-150,bin-150:0996/1007_4,Periplasmic
D3_megahit_metabat_bin-141,bin-141:215/713_1,Extracellular
D3_megahit_metabat_bin-141,bin-141:263/713_4,Periplasmic
D3_megahit_metabat_bin-133,bin-133:048/796_1,Periplasmic
D3_megahit_metabat_bin-133,bin-133:231/796_1,Extracellular
D3_megahit_metabat_bin-133,bin-133:448/796_2,Extracellular
D3_megahit_metabat_bin-133,bin-133:626/796_1,Periplasmic
D3_megahit_metabat_bin-133,bin-133:662/796_2,Periplasmic
D3_megahit_metabat_bin-133,bin-133:701/796_2,Periplasmic
D3_megahit_metabat_bin-133,bin-133:758/796_1,Extracellular
D3_megahit_metabat_bin-125,bin-125:098/447_4,Periplasmic
D3_megahit_metabat_bin-122,bin-122:11/51_11,Periplasmic
D3_megahit_metabat_bin-122,bin-122:24/51_96,Periplasmic
D3_megahit_metabat_bin-147,bin-147:139/993_2,Periplasmic
D3_megahit_metabat_bin-147,bin-147:139/993_3,Periplasmic
D3_megahit_metabat_bin-147,bin-147:151/993_2,Periplasmic
D3_megahit_metabat_bin-147,bin-147:233/993_8,Periplasmic
D3_megahit_metabat_bin-083,bin-083:152/484_2,Periplasmic
D3_megahit_metabat_bin-083,bin-083:154/484_18,Periplasmic
D3_megahit_metabat_bin-083,bin-083:229/484_1,Cytoplasmic
D3_megahit_metabat_bin-083,bin-083:444/484_7,Periplasmic
D3_megahit_metabat_bin-083,bin-083:444/484_10,Periplasmic
